what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474385247949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474385248152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474385248390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474385248642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474385249005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474385249303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474385249694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385250856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385251697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385252173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385302933
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1474385306456
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1474385307864
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1474385308576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474385308835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474385309799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474385311757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474385318759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474385321480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474385323383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474385325515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385329329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385334091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385335947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385338071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385338662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385384846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385386664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385387802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474385414358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474385440571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385441828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385441831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385465013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385469522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385470268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385486121
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474385494888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385495142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385496480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474385589993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474385596122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385599089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385602374
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1474385607567
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1474385609139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385609407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474385610752
