what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1474474101628
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1474474101873
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1474474102748
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474474102754
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1474474107894
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1474474107944
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1474474107946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474108015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474111823
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1474474119356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474123867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474474137593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474474137593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474137645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474139108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474151469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474158124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474207726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474209255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474212525
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1474474216131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474219680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474223067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474225029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474227691
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1474474230793
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1474474241674
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1474474242763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474474243272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474474244476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474474246313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474474250698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474474252248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474474252454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474474254829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474474256170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474257578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474342293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474349251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474355536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1474474357781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474357801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474359798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474474366996
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1474474368224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474370873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474474398918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474474398918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474399004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474401044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474414933
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1474474415844
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1474474417164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474474417240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474474417676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474474418042
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1474474432260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474433727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474437867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474439229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474442571
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1474474447142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474450819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474486803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474474489927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474474491857
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1474474493875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474493968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474474503117
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1474474508170
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1474474510796
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1474474510806
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1474474510861
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1474474510962
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1474474510979
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1474474511114
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1474474511116
