what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474568928509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474568929838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1474568931463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474568931498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474568934817
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1474568947271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474568949974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474568953348
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1474568956822
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1474568956989
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474568965735
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1474568965735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474568967743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474568981086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474568982585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474568984504
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1474568987963
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1474568988144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474568989145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474568989320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474568993500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474568993755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474568995744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569004222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474569010775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474569014197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569015356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569023163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474569029965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569031585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569034623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569035626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569042019
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1474569045635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474569054395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569056271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569093816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569099532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569115921
activated,editor,org.eclipse.wb.core.ui,1.7.0.r42x201405021455,"org.eclipse.wb.core.guiEditor",1474569119393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474569124679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474569124838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474569125012
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textEnd",1474569125673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1474569133842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569133876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569139496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474569144017
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1474569144701
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1474569147565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474569148959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474569153729
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1474569159184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474569161742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474569161909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474569162102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474569167444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474569169591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569173608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569174629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474569181323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569182622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569197858
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1474569200770
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1474569200949
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1474569201024
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1474569201201
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1474569201204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569203744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474569318014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474569318014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569318073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569321594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569346248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569350668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474569487780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474569487780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569487877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1474569489163
activated,editor,org.eclipse.wb.core.ui,1.7.0.r42x201405021455,"org.eclipse.wb.core.guiEditor",1474569496651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1474569497617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569497638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569500114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1474569502134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569502165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569504274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569505815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569506282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569507261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569517148
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1474569517360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569521689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474569564769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1474569564769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474569564828
activated,editor,org.eclipse.wb.core.ui,1.7.0.r42x201405021455,"org.eclipse.wb.core.guiEditor",1474569565879
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1474569568117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474569568507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474569568781
