what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1474381257659
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1474381257722
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1474381257791
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1474381257821
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1474381257994
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1474381257996
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1474381258346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474381258833
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1474381269974
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1474381271393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474381272485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474381273932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474381275557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474381290763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474381291204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474381295389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474381296977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474381298618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474381299374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474381321152
started,bundle,org.eclipse.wb.runtime.lib,1.7.0.r42x201405021445,"org.eclipse.wb.runtime.lib",1474381323956
started,bundle,org.eclipse.wb.rcp.nebula,1.7.0.r42x201405021526,"org.eclipse.wb.rcp.nebula",1474381324716
started,bundle,org.eclipse.wb.swing.FormLayout,1.7.0.r42x201405021531,"org.eclipse.wb.swing.FormLayout",1474381324800
started,bundle,org.eclipse.wb.xwt,1.7.0.r42x201405021548,"org.eclipse.wb.xwt",1474381325032
